-0,0.036873,0.036873,0.0974007,0.0974007,0.0640978,0.0640978,
-0,0.0489598,0.0338554,0.119214,0.138645,0.0810349,0.0699204,
-0,0.0621417,0.0334176,0.141527,0.178452,0.0978563,0.0733887,
-0,0.0759723,0.0355811,0.164196,0.217046,0.114449,0.074801,
-0,0.0902617,0.0398701,0.187151,0.254633,0.130754,0.0744549,
-0,0.0953586,0.0351615,0.198559,0.271528,0.140586,0.0757159,
-0,0.0889602,-0.0159349,0.193641,0.258266,0.143513,0.0839081,
-0,0.0882773,-0.0285414,0.192974,0.221285,0.144728,0.0864907,
-0,0.0882259,-0.0553856,0.192917,0.177863,0.144859,0.0865148,
-0,0.0881779,-0.0829849,0.192861,0.134558,0.144991,0.0858605,
-0,0.0881318,-0.11067,0.192807,0.0914683,0.145126,0.0845352,
-0,0.0880898,-0.138329,0.192755,0.0491652,0.145263,0.0825567,
-0,0.0880505,-0.165939,0.192705,0.016472,0.145402,0.0799474,
-0,0.0880139,-0.193503,0.192656,-0.044214,0.145542,0.0767412,
-0,0.0880424,-0.219984,0.192695,-0.0850048,0.14543,0.0728486,
-0,0.0921827,-0.222455,0.196224,-0.0898009,0.141264,0.0677046,
-0,0.10091,-0.225229,0.202543,-0.0958892,0.14073,0.0667311,
-0,0.10834,-0.218213,0.206771,-0.0939561,0.131063,0.0623918,
-0,0.114408,-0.202738,0.208664,-0.0851486,0.111198,0.0525615,
-0,0.122973,-0.187368,0.211944,-0.0773768,0.0911258,0.0429665,
-0,0.133772,-0.172241,0.216642,-0.0710385,0.0709073,0.0337796,
-0,0.146536,-0.15756,0.222769,-0.0666148,0.050728,0.0254054,
-0,0.161028,-0.143609,0.230332,-0.0645872,0.0313427,0.0189082,
-0,0.177065,-0.130796,0.23933,-0.0652716,0.0173668,-0.016573,
-0,0.204616,-0.0923147,0.310586,-0.0455347,0.0420109,0.0344679,
-0,0.236386,-0.0600924,0.399037,0.10331,0.0875305,0.0727306,
-0,0.252024,-0.057098,0.453467,0.153181,0.106893,0.0981359,
-0,0.228246,0.0370938,0.430862,0.141154,0.0757159,0.0941008,
-0,0.176309,0.0244464,0.405727,0.13522,0.0761198,0.0944964,
-0,0.0971712,0.0193937,0.377762,0.133438,0.0925536,0.0953986,
-0,0.0339679,0.0143443,0.351053,0.131893,0.109371,0.096605,
-0,-0.0709284,0.00929022,0.325055,0.130592,0.125991,0.0981049,
-0,-0.135674,0.00505083,0.296586,0.130615,0.139762,0.100357,
-0,-0.147304,0.0142107,0.246475,0.13906,0.134905,0.106436,
-0,-0.158968,0.0256993,0.195881,0.147558,0.128568,0.112588,
-0,-0.170657,0.0374824,0.144771,0.156109,0.120782,0.118813,
-0,-0.182365,0.0493866,0.093252,0.164715,0.111568,0.125104,
-0,-0.194086,0.0613759,0.0425818,0.173375,0.100954,0.131463,
-0,-0.20582,0.0734391,-0.0246963,0.182091,0.0889931,0.137889,
-0,-0.217563,0.0855722,-0.0739862,0.190867,0.0758489,0.144385,
-0,-0.221836,0.0907391,-0.0885271,0.195117,0.0685844,0.141939,
-0,-0.224538,0.0984542,-0.0943245,0.200786,0.0665548,0.140519,
-0,-0.221923,0.107281,-0.0961863,0.20652,0.0647726,0.135789,
-0,-0.20644,0.112718,-0.0871766,0.208086,0.0548989,0.115977,
-0,-0.191034,0.120706,-0.0791245,0.21103,0.0452378,0.0959508,
-0,-0.175834,0.130996,-0.0724026,0.215387,0.035928,0.0757584,
-0,-0.161023,0.143313,-0.0674743,0.22117,0.0272988,0.0555383,
-0,-0.146865,0.157409,-0.0648324,0.228389,0.0201889,0.0358116,
-0,-0.133734,0.173089,-0.0648536,0.237044,0.0166161,0.0194674,
-0,-0.105425,0.195543,-0.0451547,0.284402,0.0246528,0.0292715,
-0,-0.0692371,0.223798,0.0756985,0.364561,0.0574427,0.069782,
-0,-0.0595281,0.252973,0.141865,0.443413,0.0926252,0.110028,
-0,0.0473589,0.240174,0.146984,0.442223,0.0954987,0.0896932,
-0,0.0274056,0.217534,0.136393,0.420599,0.0941338,0.0686261,
-0,0.0228638,0.149585,0.124633,0.361014,0.0908929,0.0611647,
-0,0.0256017,0.0839096,0.113071,0.30284,0.0885581,0.0559501,
-0,0.0339398,0.0285832,0.101911,0.246463,0.0873824,0.0531718,
-0,0.042847,-0.0455923,0.0935684,0.200323,0.0851934,0.0501974,
-0,0.0482495,-0.0526409,0.0977183,0.193013,0.0763171,0.0368147,
-0,0.0535049,-0.0518166,0.101891,0.182253,0.0724199,0.0298882,
-0,0.048205,-0.0355124,0.0999222,0.163205,0.0702506,0.0364191,
-0,0.0435906,-0.0223257,0.0984972,0.143666,0.0681954,0.0453904,
-0,0.0398791,0.0206097,0.0976438,0.123564,0.0662791,0.054352,
-0,0.0373166,0.0327327,0.0973744,0.102852,0.0645207,0.0622856,
